id,timestamp,user_id,text,platform
post_000053,2025-05-31 12:49:08,user_14,客服很耐心，解决问题很及时,微信
post_000054,2025-05-23 11:14:08,user_229,产品和描述完全不符，很失望,小红书
post_000055,2025-05-04 04:47:08,user_790,包装破损，产品也有问题,微信
post_000056,2025-05-13 17:40:08,user_586,包装破损，产品也有问题,微博
post_000057,2025-05-12 11:01:08,user_555,客服回复及时，产品质量一般,抖音
post_000058,2025-05-27 02:31:08,user_997,售后服务太差了，不会再买了,抖音
post_000059,2025-05-30 21:06:08,user_665,产品和描述完全不符，很失望,知乎
post_000060,2025-05-19 21:50:08,user_657,客服态度很差，问题一直没解决,微博
post_000061,2025-05-05 07:24:08,user_366,发货速度很快，很满意这次购物体验,微信
post_000062,2025-06-02 15:48:08,user_871,服务态度超级好，非常满意！,微博
post_000063,2025-05-27 15:35:08,user_293,服务态度超级好，非常满意！,知乎
post_000064,2025-06-02 14:14:08,user_960,质量太差了，完全不值这个价格,知乎
post_000065,2025-05-10 05:14:08,user_16,质量太差了，完全不值这个价格,知乎
post_000066,2025-05-05 22:55:08,user_779,服务态度超级好，非常满意！,小红书
post_000067,2025-05-12 01:42:08,user_954,这个产品真的很棒！强烈推荐给大家,知乎
post_000068,2025-05-07 13:28:08,user_61,售后服务太差了，不会再买了,微博
post_000069,2025-05-27 08:37:08,user_99,产品和描述完全不符，很失望,抖音
post_000070,2025-05-30 13:25:08,user_225,整体还可以，没有特别惊喜,小红书
post_000071,2025-06-01 19:36:08,user_803,收到货了，还没来得及试用,小红书
post_000072,2025-05-12 16:53:08,user_443,价格适中，质量还行,抖音
post_000073,2025-05-26 03:09:08,user_713,产品和描述完全不符，很失望,微博
post_000074,2025-05-13 22:29:08,user_982,服务态度超级好，非常满意！,微博
post_000075,2025-05-22 22:59:08,user_321,包装精美，产品质量很好,知乎
post_000076,2025-05-14 01:39:08,user_413,整体还可以，没有特别惊喜,小红书
post_000077,2025-05-12 13:00:08,user_197,质量太差了，完全不值这个价格,微信
post_000078,2025-05-29 15:17:08,user_67,客服态度很差，问题一直没解决,抖音
post_000079,2025-05-14 17:43:08,user_23,整体还可以，没有特别惊喜,微信
post_000080,2025-05-08 03:24:08,user_974,客服态度很差，问题一直没解决,知乎
post_000081,2025-05-16 13:06:08,user_955,质量很不错，物超所值,知乎
post_000082,2025-05-15 15:20:08,user_123,客服很耐心，解决问题很及时,微信
post_000083,2025-05-17 23:00:08,user_674,收到货了，还没来得及试用,微信
post_000084,2025-05-29 20:10:08,user_733,发货太慢了，等了好久才收到,小红书
post_000085,2025-05-25 11:48:08,user_548,服务态度超级好，非常满意！,知乎
post_000086,2025-05-13 13:50:08,user_192,发货速度正常，产品符合预期,知乎
post_000087,2025-05-21 14:07:08,user_855,客服很耐心，解决问题很及时,微博
post_000088,2025-05-26 03:18:08,user_528,包装精美，产品质量很好,小红书
post_000089,2025-05-14 18:28:08,user_471,这个产品真的很棒！强烈推荐给大家,抖音
post_000090,2025-05-25 02:19:08,user_626,发货速度正常，产品符合预期,微信
post_000091,2025-05-08 03:41:08,user_198,包装精美，产品质量很好,知乎
post_000092,2025-05-05 19:54:08,user_105,包装还可以，产品一般般,小红书
post_000093,2025-05-16 20:47:08,user_279,质量很不错，物超所值,微博
post_000094,2025-05-16 10:26:08,user_539,价格适中，质量还行,微博
post_000095,2025-05-18 13:59:08,user_337,价格适中，质量还行,抖音
post_000096,2025-05-31 23:50:08,user_112,价格适中，质量还行,抖音
post_000097,2025-05-30 16:05:08,user_215,服务态度超级好，非常满意！,小红书
post_000098,2025-05-08 13:41:08,user_500,客服很耐心，解决问题很及时,小红书
post_000099,2025-05-19 15:39:08,user_207,包装精美，产品质量很好,抖音
post_000100,2025-05-28 05:30:08,user_380,包装破损，产品也有问题,微信
post_000101,2025-05-20 04:58:08,user_623,服务态度超级好，非常满意！,微博
post_000102,2025-05-22 20:17:08,user_983,包装破损，产品也有问题,抖音
post_000103,2025-05-17 07:29:08,user_589,产品和描述完全不符，很失望,微信
post_000104,2025-05-30 12:26:08,user_875,发货速度正常，产品符合预期,小红书
post_000105,2025-05-20 21:29:08,user_380,质量很不错，物超所值,抖音
post_000106,2025-05-08 20:06:08,user_286,这个产品真的很棒！强烈推荐给大家,微博
post_000107,2025-05-06 04:02:08,user_222,收到货了，还没来得及试用,抖音
post_000108,2025-05-10 17:30:08,user_648,质量很不错，物超所值,小红书
post_000109,2025-05-04 11:16:08,user_762,质量很不错，物超所值,微博
post_000110,2025-05-04 14:52:08,user_662,包装还可以，产品一般般,抖音
post_000111,2025-05-18 04:39:08,user_480,发货太慢了，等了好久才收到,微信
post_000112,2025-05-04 09:05:08,user_527,服务态度超级好，非常满意！,抖音
post_000113,2025-05-31 18:28:08,user_589,包装精美，产品质量很好,知乎
post_000114,2025-05-29 00:46:08,user_884,发货速度正常，产品符合预期,微信
post_000115,2025-05-04 22:29:08,user_254,售后服务太差了，不会再买了,抖音
post_000116,2025-05-31 02:39:08,user_352,发货速度正常，产品符合预期,微博
post_000117,2025-05-21 14:17:08,user_203,客服很耐心，解决问题很及时,微博
post_000118,2025-05-18 02:50:08,user_985,这个产品真的很棒！强烈推荐给大家,微博
post_000119,2025-05-30 04:05:08,user_503,服务态度超级好，非常满意！,知乎
post_000120,2025-05-28 23:59:08,user_542,发货太慢了，等了好久才收到,微博
post_000121,2025-05-29 23:24:08,user_522,包装还可以，产品一般般,微博
post_000122,2025-05-18 14:01:08,user_850,包装还可以，产品一般般,微博
post_000123,2025-05-27 15:45:08,user_191,客服很耐心，解决问题很及时,微博
post_000124,2025-05-05 17:22:08,user_762,包装还可以，产品一般般,抖音
post_000125,2025-05-05 08:25:08,user_732,发货速度很快，很满意这次购物体验,抖音
post_000126,2025-05-19 15:31:08,user_568,发货太慢了，等了好久才收到,微信
post_000127,2025-05-15 09:34:08,user_300,发货速度正常，产品符合预期,小红书
post_000128,2025-05-14 09:13:08,user_218,收到货了，还没来得及试用,微信
post_000129,2025-05-05 19:10:08,user_812,发货速度正常，产品符合预期,知乎
post_000130,2025-05-08 11:11:08,user_114,售后服务太差了，不会再买了,知乎
post_000131,2025-05-10 04:18:08,user_91,包装破损，产品也有问题,微博
post_000132,2025-05-14 17:43:08,user_415,售后服务太差了，不会再买了,小红书
post_000133,2025-05-15 00:48:08,user_80,整体还可以，没有特别惊喜,微信
post_000134,2025-05-14 15:55:08,user_134,发货速度很快，很满意这次购物体验,微信
post_000135,2025-05-19 05:23:08,user_470,客服态度很差，问题一直没解决,微博
post_000136,2025-05-25 18:58:08,user_272,服务态度超级好，非常满意！,知乎
post_000137,2025-05-13 19:32:08,user_548,这个产品真的很棒！强烈推荐给大家,抖音
post_000138,2025-05-21 23:16:08,user_94,质量很不错，物超所值,知乎
post_000139,2025-05-12 11:34:08,user_501,收到货了，还没来得及试用,知乎
post_000140,2025-05-10 23:18:08,user_483,售后服务太差了，不会再买了,微信
post_000141,2025-05-13 08:11:08,user_154,包装破损，产品也有问题,小红书
post_000142,2025-05-23 06:33:08,user_235,客服很耐心，解决问题很及时,微信
post_000143,2025-05-17 00:02:08,user_689,发货太慢了，等了好久才收到,微信
post_000144,2025-05-08 14:24:08,user_159,收到货了，还没来得及试用,小红书
post_000145,2025-05-25 11:23:08,user_406,客服很耐心，解决问题很及时,知乎
post_000146,2025-05-14 15:02:08,user_768,客服很耐心，解决问题很及时,小红书
post_000147,2025-05-11 08:02:08,user_270,客服态度很差，问题一直没解决,抖音
post_000148,2025-05-25 10:12:08,user_656,售后服务太差了，不会再买了,微博
post_000149,2025-05-18 06:00:08,user_284,客服态度很差，问题一直没解决,抖音
post_000150,2025-05-26 19:48:08,user_179,客服很耐心，解决问题很及时,小红书
post_000151,2025-05-14 11:47:08,user_313,包装精美，产品质量很好,小红书
post_000152,2025-05-22 14:23:08,user_959,这个产品真的很棒！强烈推荐给大家,知乎
post_000153,2025-05-10 04:11:08,user_372,包装还可以，产品一般般,微信
post_000154,2025-05-03 10:27:08,user_493,服务态度超级好，非常满意！,知乎
post_000155,2025-05-08 23:51:08,user_729,发货速度正常，产品符合预期,抖音
post_000156,2025-05-11 19:46:08,user_723,售后服务太差了，不会再买了,知乎
post_000157,2025-05-14 09:47:08,user_416,发货太慢了，等了好久才收到,知乎
post_000158,2025-05-31 20:08:08,user_721,发货太慢了，等了好久才收到,知乎
post_000159,2025-05-04 05:02:08,user_800,整体还可以，没有特别惊喜,微博
post_000160,2025-05-04 18:30:08,user_517,价格适中，质量还行,微信
post_000161,2025-05-27 16:44:08,user_256,发货速度很快，很满意这次购物体验,微博
post_000162,2025-05-05 20:33:08,user_645,价格适中，质量还行,微信
post_000163,2025-05-29 00:32:08,user_517,发货速度很快，很满意这次购物体验,微信
post_000164,2025-05-03 23:57:08,user_982,发货太慢了，等了好久才收到,微信
post_000165,2025-05-11 16:59:08,user_202,客服很耐心，解决问题很及时,微信
post_000166,2025-06-01 20:40:08,user_756,客服态度很差，问题一直没解决,微博
post_000167,2025-05-07 03:31:08,user_586,客服很耐心，解决问题很及时,知乎
post_000168,2025-05-12 00:34:08,user_47,这个产品真的很棒！强烈推荐给大家,微信
post_000169,2025-05-28 06:55:08,user_821,包装破损，产品也有问题,微信
post_000170,2025-05-28 09:32:08,user_801,质量太差了，完全不值这个价格,小红书
post_000171,2025-05-12 10:35:08,user_497,质量太差了，完全不值这个价格,微博
post_000172,2025-05-10 19:17:08,user_581,质量太差了，完全不值这个价格,知乎
post_000173,2025-05-07 12:16:08,user_257,质量很不错，物超所值,微博
post_000174,2025-05-25 16:55:08,user_107,客服回复及时，产品质量一般,微博
post_000175,2025-05-05 21:58:08,user_308,包装还可以，产品一般般,抖音
post_000176,2025-05-27 23:33:08,user_154,包装还可以，产品一般般,微信
post_000177,2025-05-31 07:19:08,user_963,质量很不错，物超所值,微信
post_000178,2025-05-20 19:45:08,user_553,产品和描述完全不符，很失望,抖音
post_000179,2025-05-16 21:48:08,user_611,包装还可以，产品一般般,微信
post_000180,2025-05-30 08:36:08,user_781,收到货了，还没来得及试用,微博
post_000181,2025-06-01 19:55:08,user_383,客服态度很差，问题一直没解决,小红书
post_000182,2025-05-16 22:47:08,user_911,收到货了，还没来得及试用,微信
post_000183,2025-05-23 13:07:08,user_777,这个产品真的很棒！强烈推荐给大家,微博
post_000184,2025-05-11 20:19:08,user_753,这个产品真的很棒！强烈推荐给大家,微信
post_000185,2025-05-23 00:00:08,user_943,售后服务太差了，不会再买了,知乎
post_000186,2025-05-04 05:27:08,user_975,发货太慢了，等了好久才收到,知乎
post_000187,2025-05-16 22:55:08,user_634,质量很不错，物超所值,抖音
post_000188,2025-05-21 23:37:08,user_267,价格适中，质量还行,知乎
post_000189,2025-05-10 02:52:08,user_712,客服很耐心，解决问题很及时,抖音
post_000190,2025-05-12 12:08:08,user_981,服务态度超级好，非常满意！,知乎
post_000191,2025-05-05 13:40:08,user_489,整体还可以，没有特别惊喜,微博
post_000192,2025-05-05 07:05:08,user_702,质量太差了，完全不值这个价格,小红书
post_000193,2025-05-30 22:41:08,user_598,发货太慢了，等了好久才收到,抖音
post_000194,2025-05-28 17:59:08,user_160,客服态度很差，问题一直没解决,知乎
post_000195,2025-05-28 21:39:08,user_980,客服态度很差，问题一直没解决,抖音
post_000196,2025-05-30 22:43:08,user_310,包装破损，产品也有问题,微信
post_000197,2025-06-01 09:31:08,user_271,售后服务太差了，不会再买了,小红书
post_000198,2025-05-22 12:17:08,user_543,价格适中，质量还行,抖音
post_000199,2025-05-14 01:48:08,user_751,这个产品真的很棒！强烈推荐给大家,知乎
post_000200,2025-05-24 06:04:08,user_602,发货速度很快，很满意这次购物体验,微信
post_000201,2025-06-02 10:40:08,user_805,质量很不错，物超所值,微信
post_000202,2025-05-30 19:40:08,user_746,包装破损，产品也有问题,小红书
post_000203,2025-05-19 16:17:08,user_969,发货速度正常，产品符合预期,知乎
post_000204,2025-05-03 01:16:08,user_771,包装破损，产品也有问题,知乎
post_000205,2025-05-04 23:32:08,user_67,质量很不错，物超所值,小红书
post_000206,2025-05-10 16:44:08,user_847,客服态度很差，问题一直没解决,知乎
post_000207,2025-05-24 16:15:08,user_373,整体还可以，没有特别惊喜,小红书
post_000208,2025-05-18 11:43:08,user_199,服务态度超级好，非常满意！,小红书
post_000209,2025-05-13 17:38:08,user_382,质量很不错，物超所值,微信
post_000210,2025-05-22 15:07:08,user_273,包装破损，产品也有问题,知乎
post_000211,2025-05-17 05:54:08,user_458,客服回复及时，产品质量一般,微博
post_000212,2025-05-22 07:31:08,user_296,包装破损，产品也有问题,知乎
post_000213,2025-05-12 19:46:08,user_921,客服很耐心，解决问题很及时,知乎
post_000214,2025-05-18 23:32:08,user_604,发货速度很快，很满意这次购物体验,小红书
post_000215,2025-05-27 15:05:08,user_738,客服态度很差，问题一直没解决,微信
post_000216,2025-05-11 08:10:08,user_8,质量太差了，完全不值这个价格,抖音
post_000217,2025-05-16 02:29:08,user_695,售后服务太差了，不会再买了,知乎
post_000218,2025-05-24 17:51:08,user_324,质量太差了，完全不值这个价格,知乎
post_000219,2025-05-03 16:07:08,user_639,这个产品真的很棒！强烈推荐给大家,小红书
post_000220,2025-05-04 06:47:08,user_141,客服回复及时，产品质量一般,微信
post_000221,2025-05-27 05:58:08,user_121,质量很不错，物超所值,小红书
post_000222,2025-05-16 10:49:08,user_206,包装破损，产品也有问题,抖音
post_000223,2025-05-29 13:08:08,user_436,价格适中，质量还行,抖音
post_000224,2025-05-21 17:52:08,user_897,产品和描述完全不符，很失望,微博
post_000225,2025-05-13 02:49:08,user_946,包装还可以，产品一般般,抖音
post_000226,2025-05-09 03:52:08,user_710,收到货了，还没来得及试用,小红书
post_000227,2025-05-15 00:27:08,user_722,价格适中，质量还行,抖音
post_000228,2025-05-15 13:31:08,user_862,售后服务太差了，不会再买了,抖音
post_000229,2025-05-29 15:15:08,user_20,发货速度很快，很满意这次购物体验,微博
post_000230,2025-05-22 02:40:08,user_41,发货太慢了，等了好久才收到,小红书
post_000231,2025-05-13 16:16:08,user_17,包装精美，产品质量很好,微信
post_000232,2025-05-18 12:20:08,user_42,发货速度很快，很满意这次购物体验,微信
post_000233,2025-05-09 03:12:08,user_973,质量很不错，物超所值,小红书
post_000234,2025-05-03 13:15:08,user_924,发货速度正常，产品符合预期,抖音
post_000235,2025-05-02 21:29:08,user_867,发货太慢了，等了好久才收到,知乎
post_000236,2025-05-12 01:32:08,user_645,售后服务太差了，不会再买了,微信
post_000237,2025-05-11 07:01:08,user_246,发货速度正常，产品符合预期,微信
post_000238,2025-05-30 21:11:08,user_98,产品和描述完全不符，很失望,微博
post_000239,2025-05-09 07:04:08,user_704,包装精美，产品质量很好,微信
post_000240,2025-05-30 02:48:08,user_209,服务态度超级好，非常满意！,微博
post_000241,2025-05-06 01:27:08,user_966,发货速度很快，很满意这次购物体验,小红书
post_000242,2025-05-26 21:29:08,user_827,发货速度正常，产品符合预期,微博
post_000243,2025-05-27 14:31:08,user_382,整体还可以，没有特别惊喜,抖音
post_000244,2025-05-10 08:23:08,user_939,包装破损，产品也有问题,小红书
post_000245,2025-05-09 21:53:08,user_497,服务态度超级好，非常满意！,微信
post_000246,2025-05-23 09:42:08,user_487,服务态度超级好，非常满意！,抖音
post_000247,2025-05-18 17:08:08,user_465,客服回复及时，产品质量一般,微信
post_000248,2025-05-13 20:52:08,user_491,包装精美，产品质量很好,知乎
post_000249,2025-05-13 16:51:08,user_446,售后服务太差了，不会再买了,微博
post_000250,2025-05-30 15:02:08,user_673,发货太慢了，等了好久才收到,抖音
post_000251,2025-05-31 18:25:08,user_375,服务态度超级好，非常满意！,微博
post_000252,2025-05-19 00:28:08,user_96,包装精美，产品质量很好,抖音
post_000253,2025-05-17 05:01:08,user_416,产品和描述完全不符，很失望,抖音
post_000254,2025-05-28 04:27:08,user_998,发货速度正常，产品符合预期,微博
post_000255,2025-05-31 03:46:08,user_859,服务态度超级好，非常满意！,抖音
post_000256,2025-05-26 20:43:08,user_170,质量很不错，物超所值,知乎
post_000257,2025-05-21 21:19:08,user_499,发货太慢了，等了好久才收到,微信
post_000258,2025-05-26 09:01:08,user_922,产品和描述完全不符，很失望,微信
post_000259,2025-05-09 03:27:08,user_512,整体还可以，没有特别惊喜,小红书
post_000260,2025-05-19 02:12:08,user_617,质量很不错，物超所值,知乎
post_000261,2025-05-26 03:19:08,user_275,发货速度正常，产品符合预期,小红书
post_000262,2025-05-26 01:24:08,user_946,客服回复及时，产品质量一般,小红书
post_000263,2025-05-04 13:23:08,user_103,包装精美，产品质量很好,知乎
post_000264,2025-05-18 13:22:08,user_123,产品和描述完全不符，很失望,抖音
post_000265,2025-05-06 17:10:08,user_114,服务态度超级好，非常满意！,知乎
post_000266,2025-05-16 07:11:08,user_269,客服回复及时，产品质量一般,抖音
post_000267,2025-05-23 01:49:08,user_635,收到货了，还没来得及试用,抖音
post_000268,2025-05-22 09:55:08,user_971,质量很不错，物超所值,知乎
post_000269,2025-05-30 04:08:08,user_340,质量很不错，物超所值,抖音
post_000270,2025-05-18 23:50:08,user_500,这个产品真的很棒！强烈推荐给大家,抖音
post_000271,2025-05-28 21:41:08,user_472,收到货了，还没来得及试用,抖音
post_000272,2025-05-14 10:04:08,user_831,发货太慢了，等了好久才收到,微博
post_000273,2025-05-18 05:05:08,user_806,产品和描述完全不符，很失望,抖音
post_000274,2025-05-23 20:42:08,user_913,整体还可以，没有特别惊喜,微信
post_000275,2025-05-18 20:26:08,user_296,包装精美，产品质量很好,抖音
post_000276,2025-05-30 21:56:08,user_947,包装破损，产品也有问题,微博
post_000277,2025-05-10 10:34:08,user_874,质量很不错，物超所值,微信
post_000278,2025-05-03 15:54:08,user_990,这个产品真的很棒！强烈推荐给大家,微博
post_000279,2025-05-14 06:06:08,user_415,服务态度超级好，非常满意！,知乎
post_000280,2025-05-09 02:13:08,user_444,包装破损，产品也有问题,微信
post_000281,2025-05-03 09:09:08,user_239,发货速度正常，产品符合预期,微信
post_000282,2025-05-03 14:47:08,user_344,质量很不错，物超所值,知乎
post_000283,2025-05-04 20:33:08,user_169,收到货了，还没来得及试用,微博
post_000284,2025-05-30 07:56:08,user_434,发货速度很快，很满意这次购物体验,微信
post_000285,2025-06-01 23:34:08,user_514,价格适中，质量还行,微信
post_000286,2025-05-11 01:30:08,user_703,收到货了，还没来得及试用,知乎
post_000287,2025-05-24 14:17:08,user_361,产品和描述完全不符，很失望,微信
post_000288,2025-05-06 10:29:08,user_9,服务态度超级好，非常满意！,抖音
post_000289,2025-05-17 12:38:08,user_906,质量太差了，完全不值这个价格,微信
post_000290,2025-05-21 14:03:08,user_345,售后服务太差了，不会再买了,微信
post_000291,2025-05-17 00:20:08,user_643,整体还可以，没有特别惊喜,微博
post_000292,2025-05-08 12:23:08,user_335,发货太慢了，等了好久才收到,微信
post_000293,2025-05-08 01:02:08,user_345,发货速度很快，很满意这次购物体验,微信
post_000294,2025-05-12 07:55:08,user_587,发货速度正常，产品符合预期,知乎
post_000295,2025-05-14 16:42:08,user_584,包装破损，产品也有问题,抖音
post_000296,2025-05-08 12:45:08,user_301,客服很耐心，解决问题很及时,微信
post_000297,2025-05-27 17:55:08,user_317,包装破损，产品也有问题,小红书
post_000298,2025-05-31 13:22:08,user_712,这个产品真的很棒！强烈推荐给大家,小红书
post_000299,2025-05-13 04:12:08,user_983,产品和描述完全不符，很失望,小红书
post_000300,2025-05-20 16:28:08,user_429,服务态度超级好，非常满意！,微博
post_000301,2025-05-10 14:44:08,user_910,发货速度很快，很满意这次购物体验,知乎
post_000302,2025-05-04 18:38:08,user_415,质量很不错，物超所值,抖音
post_000303,2025-05-27 23:08:08,user_189,售后服务太差了，不会再买了,微博
post_000304,2025-05-06 13:33:08,user_623,服务态度超级好，非常满意！,微博
post_000305,2025-05-14 18:31:08,user_755,收到货了，还没来得及试用,小红书
post_000306,2025-06-01 13:23:08,user_575,整体还可以，没有特别惊喜,微博
post_000307,2025-06-01 00:25:08,user_990,质量很不错，物超所值,抖音
post_000308,2025-05-15 05:07:08,user_628,质量很不错，物超所值,知乎
post_000309,2025-05-21 00:22:08,user_732,客服很耐心，解决问题很及时,小红书
post_000310,2025-05-29 01:30:08,user_726,发货速度很快，很满意这次购物体验,微信
post_000311,2025-05-21 13:29:08,user_625,质量太差了，完全不值这个价格,微博
post_000312,2025-06-02 02:43:08,user_152,质量很不错，物超所值,微博
post_000313,2025-05-29 11:00:08,user_688,发货速度正常，产品符合预期,知乎
post_000314,2025-05-12 22:04:08,user_968,质量很不错，物超所值,抖音
post_000315,2025-05-09 04:14:08,user_141,质量很不错，物超所值,微信
post_000316,2025-06-01 10:14:08,user_889,客服回复及时，产品质量一般,微信
post_000317,2025-05-19 06:58:08,user_580,发货太慢了，等了好久才收到,知乎
post_000318,2025-05-29 01:00:08,user_274,质量很不错，物超所值,微信
post_000319,2025-05-02 21:38:08,user_901,质量很不错，物超所值,微信
post_000320,2025-05-23 07:09:08,user_631,质量很不错，物超所值,抖音
post_000321,2025-05-17 01:36:08,user_157,价格适中，质量还行,小红书
post_000322,2025-05-16 18:38:08,user_763,客服很耐心，解决问题很及时,知乎
post_000323,2025-05-07 10:23:08,user_169,客服回复及时，产品质量一般,抖音
post_000324,2025-05-16 00:51:08,user_437,客服态度很差，问题一直没解决,微信
post_000325,2025-05-07 18:02:08,user_183,服务态度超级好，非常满意！,抖音
post_000326,2025-05-24 20:31:08,user_213,收到货了，还没来得及试用,微信
post_000327,2025-05-08 09:28:08,user_841,价格适中，质量还行,小红书
post_000328,2025-05-04 15:37:08,user_912,这个产品真的很棒！强烈推荐给大家,抖音
post_000329,2025-05-22 21:36:08,user_343,这个产品真的很棒！强烈推荐给大家,抖音
post_000330,2025-05-07 11:51:08,user_277,质量太差了，完全不值这个价格,微博
post_000331,2025-05-31 19:44:08,user_249,包装破损，产品也有问题,微信
post_000332,2025-05-31 02:37:08,user_286,服务态度超级好，非常满意！,小红书
post_000333,2025-06-01 01:20:08,user_384,客服态度很差，问题一直没解决,知乎
post_000334,2025-05-11 06:27:08,user_905,包装还可以，产品一般般,微博
post_000335,2025-05-27 03:00:08,user_286,售后服务太差了，不会再买了,抖音
post_000336,2025-05-31 06:04:08,user_285,发货速度很快，很满意这次购物体验,微信
post_000337,2025-05-24 03:53:08,user_981,服务态度超级好，非常满意！,小红书
post_000338,2025-05-28 18:19:08,user_215,整体还可以，没有特别惊喜,小红书
post_000339,2025-05-04 13:35:08,user_311,发货太慢了，等了好久才收到,微博
post_000340,2025-05-06 06:35:08,user_918,发货速度很快，很满意这次购物体验,微博
post_000341,2025-06-02 14:55:08,user_504,发货速度正常，产品符合预期,抖音
post_000342,2025-05-28 02:44:08,user_445,收到货了，还没来得及试用,知乎
post_000343,2025-05-25 07:18:08,user_781,包装破损，产品也有问题,小红书
post_000344,2025-05-29 06:09:08,user_504,发货速度正常，产品符合预期,小红书
post_000345,2025-06-01 20:18:08,user_252,包装精美，产品质量很好,小红书
post_000346,2025-05-26 13:59:08,user_968,客服态度很差，问题一直没解决,微博
post_000347,2025-05-14 14:54:08,user_858,价格适中，质量还行,抖音
post_000348,2025-05-25 12:56:08,user_558,包装还可以，产品一般般,微博
post_000349,2025-05-05 10:53:08,user_116,包装还可以，产品一般般,抖音
post_000350,2025-05-22 23:20:08,user_138,质量很不错，物超所值,微博
post_000351,2025-05-12 15:55:08,user_10,发货速度正常，产品符合预期,小红书
post_000352,2025-05-22 14:45:08,user_214,发货速度很快，很满意这次购物体验,微博
